=== LOG START ===
GLOBAL | Product_7 vs Product_6 | Winner: Product_7 | 1000.0→1016.0 , 1000.0→984.0
USER User_2 | 3 vs 6 | Winner: 3 | 972.8329094759181→988.100250892777 , 956.912296649484→941.6449552326251
GLOBAL | Sci-Fi Book vs Mystery Book | Winner: Sci-Fi Book | 949.0080810590746→970.8863708159375 , 1082.911868802411→1061.0335790455479
USER User_2 | 3 vs 2 | Winner: 3 | 988.100250892777→1013.157149975774 , 1211.0497893527313→1185.9928902697343
GLOBAL | Sci-Fi Book vs Sneakers | Winner: Sci-Fi Book | 970.8863708159375→988.2558905388021 , 1000.6980616593248→983.3285419364603
USER User_2 | 3 vs 8 | Winner: 3 | 1013.157149975774→1027.0269442791318 , 966.6240655258583→952.7542712225004
GLOBAL | Sci-Fi Book vs Thriller Novel | Winner: Sci-Fi Book | 988.2558905388021→1002.3952255715988 , 947.6684350404923→933.5291000076957
USER User_2 | 3 vs 1 | Winner: 3 | 1027.0269442791318→1043.0711976048092 , 1027.9878954868866→1011.9436421612093
GLOBAL | Sci-Fi Book vs PS5 Controller | Winner: Sci-Fi Book | 1002.3952255715988→1013.9544030950607 , 903.3666524057248→891.8074748822629
USER User_2 | 3 vs 5 | Winner: 3 | 1043.0711976048092→1055.6132195593157 , 966.7791366532621→954.2371146987555
GLOBAL | Sci-Fi Book vs Bose Headphones | Winner: Sci-Fi Book | 1013.9544030950607→1024.8623684904974 , 899.4045136258976→888.4965482304609
USER User_2 | 3 vs 4 | Winner: 3 | 1055.6132195593157→1067.1813383144658 , 956.7949726082344→945.2268538530843
GLOBAL | Mystery Book vs Leather Jacket | Winner: Mystery Book | 1061.0335790455479→1081.0768417653503 , 1150.7758719596668→1130.7326092398644
USER User_4 | 2 vs 7 | Winner: 2 | 984.736306793522→1000.7023986633528 , 984.0→968.0339081301692
GLOBAL | Mystery Book vs Smart Speaker | Winner: Mystery Book | 1081.0768417653503→1096.3906170913415 , 1066.1665154474088→1050.8527401214176
USER User_4 | 2 vs 6 | Winner: 2 | 1000.7023986633528→1021.0620482217884 , 1097.8240959181423→1077.4644463597067
GLOBAL | Mystery Book vs Sci-Fi Book | Winner: Mystery Book | 1096.3906170913415→1109.142381918235 , 1024.8623684904974→1012.1106036636038
USER User_4 | 2 vs 3 | Winner: 2 | 1021.0620482217884→1035.512735847655 , 987.3134117378789→972.8627241120123
GLOBAL | Mystery Book vs Sneakers | Winner: Mystery Book | 1109.142381918235→1119.5890827409569 , 983.3285419364603→972.8818411137386
USER User_4 | 2 vs 8 | Winner: 2 | 1035.512735847655→1049.2224488377926 , 985.4358728782763→971.7261598881387
GLOBAL | Mystery Book vs Thriller Novel | Winner: Mystery Book | 1119.5890827409569→1127.7556093629248 , 933.5291000076957→925.3625733857276
USER User_4 | 2 vs 1 | Winner: 2 | 1049.2224488377926→1062.3470435076792 , 986.0982942088476→972.9736995389611
GLOBAL | Mystery Book vs PS5 Controller | Winner: Mystery Book | 1127.7556093629248→1134.3005268170307 , 891.8074748822629→885.262557428157
USER User_4 | 2 vs 5 | Winner: 2 | 1062.3470435076792→1074.9184420048996 , 986.723864535874→974.1524660386535
GLOBAL | Mystery Book vs Bose Headphones | Winner: Mystery Book | 1134.3005268170307→1140.555012765848 , 888.4965482304609→882.2420622816436
USER User_4 | 2 vs 4 | Winner: 2 | 1074.9184420048996→1086.9914593155195 , 987.8681539274588→975.7951366168388
GLOBAL | Thriller Novel vs Mystery Book | Winner: Thriller Novel | 925.3625733857276→950.1736415793099 , 1140.555012765848→1115.7439445722657
USER User_4 | 1 vs 2 | Winner: 1 | 972.9736995389611→994.0436999662129 , 1086.9914593155195→1065.9214588882678
GLOBAL | Thriller Novel vs Leather Jacket | Winner: Thriller Novel | 950.1736415793099→973.8130190465575 , 1130.7326092398644→1107.0932317726167
USER User_4 | 1 vs 7 | Winner: 1 | 994.0436999662129→1008.8481374029876 , 968.0339081301692→953.2294706933944
GLOBAL | Thriller Novel vs Smart Speaker | Winner: Thriller Novel | 973.8130190465575→993.3038045511372 , 1050.8527401214176→1031.361954616838
USER User_4 | 1 vs 6 | Winner: 1 | 1008.8481374029876→1027.967583597044 , 1077.4644463597067→1058.3450001656504
GLOBAL | Thriller Novel vs Sci-Fi Book | Winner: Thriller Novel | 993.3038045511372→1010.1690447442046 , 1012.1106036636038→995.2453634705364
USER User_4 | 1 vs 3 | Winner: 1 | 1027.967583597044→1041.4509778067008 , 972.8627241120123→959.3793299023555
GLOBAL | Thriller Novel vs Sneakers | Winner: Thriller Novel | 1010.1690447442046→1024.458467905458 , 972.8818411137386→958.5924179524851
USER User_4 | 1 vs 8 | Winner: 1 | 1041.4509778067008→1054.2824540221598 , 971.7261598881387→958.8946836726798
GLOBAL | Thriller Novel vs PS5 Controller | Winner: Thriller Novel | 1024.458467905458→1034.370551779614 , 885.262557428157→875.350473554001
USER User_4 | 1 vs 5 | Winner: 1 | 1054.2824540221598→1066.6563965808057 , 974.1524660386535→961.7785234800076
GLOBAL | Thriller Novel vs Bose Headphones | Winner: Thriller Novel | 1034.370551779614→1043.78063412844 , 882.2420622816436→872.8319799328177
USER User_4 | 1 vs 4 | Winner: 1 | 1066.6563965808057→1078.5649336091815 , 975.7951366168388→963.8865995884629
GLOBAL | Thriller Novel vs Mystery Book | Winner: Thriller Novel | 1043.78063412844→1063.048073991817 , 1115.7439445722657→1096.4765047088886
USER User_4 | 1 vs 2 | Winner: 1 | 1078.5649336091815→1093.9829369696645 , 1065.9214588882678→1050.5034555277848
GLOBAL | Thriller Novel vs Leather Jacket | Winner: Thriller Novel | 1063.048073991817→1081.0656318506624 , 1107.0932317726167→1089.0756739137714
USER User_4 | 1 vs 7 | Winner: 1 | 1093.9829369696645→1103.8337821427506 , 953.2294706933944→943.3786255203083
GLOBAL | Thriller Novel vs Smart Speaker | Winner: Thriller Novel | 1081.0656318506624→1094.7921811250496 , 1031.361954616838→1017.6354053424506
USER User_4 | 1 vs 6 | Winner: 1 | 1103.8337821427506→1117.7508346594755 , 1058.3450001656504→1044.4279476489255
GLOBAL | Thriller Novel vs Sci-Fi Book | Winner: Thriller Novel | 1094.7921811250496→1106.3293402550964 , 995.2453634705364→983.7082043404897
USER User_4 | 1 vs 3 | Winner: 1 | 1117.7508346594755→1126.9239654928651 , 959.3793299023555→950.2061990689657
GLOBAL | Thriller Novel vs Sneakers | Winner: Thriller Novel | 1106.3293402550964→1115.9082243452938 , 958.5924179524851→949.0135338622879
USER User_4 | 1 vs 8 | Winner: 1 | 1126.9239654928651→1135.7376652320668 , 958.8946836726798→950.0809839334781
GLOBAL | Thriller Novel vs PS5 Controller | Winner: Thriller Novel | 1115.9082243452938→1122.316075037866 , 875.350473554001→868.9426228614286
USER User_4 | 1 vs 5 | Winner: 1 | 1135.7376652320668→1144.3350525240787 , 961.7785234800076→953.1811361879955
GLOBAL | Thriller Novel vs Bose Headphones | Winner: Thriller Novel | 1122.316075037866→1128.4646474633198 , 872.8319799328177→866.6834075073641
USER User_4 | 1 vs 4 | Winner: 1 | 1144.3350525240787→1152.6996048207989 , 963.8865995884629→955.5220472917426
GLOBAL | Sneakers vs Thriller Novel | Winner: Sneakers | 949.0135338622879→972.6134634965932 , 1128.4646474633198→1104.8647178290146
USER User_4 | 8 vs 1 | Winner: 8 | 950.0809839334781→974.4805878673209 , 1152.6996048207989→1128.3000008869562
GLOBAL | Sneakers vs Mystery Book | Winner: Sneakers | 972.6134634965932→994.0875939368614 , 1096.4765047088886→1075.0023742686205
USER User_4 | 8 vs 2 | Winner: 8 | 974.4805878673209→993.9267461745466 , 1050.5034555277848→1031.0572972205591
GLOBAL | Sneakers vs Leather Jacket | Winner: Sneakers | 994.0875939368614→1014.3561304762233 , 1089.0756739137714→1068.8071373744094
USER User_4 | 8 vs 7 | Winner: 8 | 993.9267461745466→1007.6152057621232 , 943.3786255203083→929.6901659327317
GLOBAL | Sneakers vs Smart Speaker | Winner: Sneakers | 1014.3561304762233→1030.507142180388 , 1017.6354053424506→1001.4843936382857
USER User_4 | 8 vs 6 | Winner: 8 | 1007.6152057621232→1025.30417943179 , 1044.4279476489255→1026.7389739792584
GLOBAL | Sneakers vs Sci-Fi Book | Winner: Sneakers | 1030.507142180388→1044.3649117256919 , 983.7082043404897→969.8504347951858
USER User_4 | 8 vs 3 | Winner: 8 | 1025.30417943179→1037.8986610640009 , 950.2061990689657→937.6117174367548
GLOBAL | Sneakers vs PS5 Controller | Winner: Sneakers | 1044.3649117256919→1052.9094451673823 , 868.9426228614286→860.3980894197381
USER User_4 | 8 vs 5 | Winner: 8 | 1037.8986610640009→1050.0727998684308 , 953.1811361879955→941.0069973835656
GLOBAL | Sneakers vs Bose Headphones | Winner: Sneakers | 1052.9094451673823→1061.070159053864 , 866.6834075073641→858.5226936208825
USER User_4 | 8 vs 4 | Winner: 8 | 1050.0727998684308→1061.8229758641125 , 955.5220472917426→943.771871296061
GLOBAL | Sneakers vs Thriller Novel | Winner: Sneakers | 1061.070159053864→1079.0763588713692 , 1104.8647178290146→1086.8585180115094
USER User_4 | 8 vs 1 | Winner: 8 | 1061.8229758641125→1080.8475364884864 , 1128.3000008869562→1109.2754402625824
GLOBAL | Sneakers vs Mystery Book | Winner: Sneakers | 1079.0763588713692→1094.8887535453123 , 1075.0023742686205→1059.1899795946774
USER User_4 | 8 vs 2 | Winner: 8 | 1080.8475364884864→1094.5701800552547 , 1031.0572972205591→1017.334653653791
GLOBAL | Sneakers vs Smart Speaker | Winner: Sneakers | 1094.8887535453123→1106.6880411266004 , 1001.4843936382857→989.6851060569977
USER User_4 | 8 vs 6 | Winner: 8 | 1094.5701800552547→1107.4855301376094 , 1026.7389739792584→1013.8236238969035
GLOBAL | Sneakers vs Leather Jacket | Winner: Sneakers | 1106.6880411266004→1120.9504408558391 , 1068.8071373744094→1054.5447376451707
USER User_4 | 8 vs 7 | Winner: 8 | 1107.4855301376094→1115.9447804906254 , 929.6901659327317→921.2309155797158
GLOBAL | Sneakers vs Sci-Fi Book | Winner: Sneakers | 1120.9504408558391→1130.3998999346536 , 969.8504347951858→960.4009757163712
USER User_4 | 8 vs 3 | Winner: 8 | 1115.9447804906254→1124.3847830926302 , 937.6117174367548→929.17171483475
GLOBAL | Sneakers vs Bose Headphones | Winner: Sneakers | 1130.3998999346536→1135.933437690434 , 858.5226936208825→852.989155865102
USER User_4 | 8 vs 4 | Winner: 8 | 1124.3847830926302→1132.7434878735128 , 943.771871296061→935.4131665151783
GLOBAL | Sneakers vs PS5 Controller | Winner: Sneakers | 1135.933437690434→1141.3712630640362 , 860.3980894197381→854.960264046136
USER User_4 | 8 vs 5 | Winner: 8 | 1132.7434878735128→1140.712857044139 , 941.0069973835656→933.0376282129395
GLOBAL | Sneakers vs Thriller Novel | Winner: Sneakers | 1141.3712630640362→1154.8812576627895 , 1086.8585180115094→1073.348523412756
USER User_3 | 8 vs 1 | Winner: 8 | 1051.4796416896534→1062.8539474652216 , 948.0861713547141→936.7118655791459
GLOBAL | Sneakers vs Mystery Book | Winner: Sneakers | 1154.8812576627895→1166.5826587714564 , 1059.1899795946774→1047.4885784860105
USER User_3 | 8 vs 2 | Winner: 8 | 1062.8539474652216→1073.6241509666138 , 944.9651787107919→934.1949752093996
GLOBAL | Sneakers vs Leather Jacket | Winner: Sneakers | 1166.5826587714564→1177.5948259075064 , 1054.5447376451707→1043.5325705091207
USER User_3 | 8 vs 7 | Winner: 8 | 1073.6241509666138→1093.2316808633288 , 1153.3301533781826→1133.7226234814675
GLOBAL | Sneakers vs Smart Speaker | Winner: Sneakers | 1177.5948259075064→1185.6967565019597 , 989.6851060569977→981.5831754625444
USER User_3 | 8 vs 6 | Winner: 8 | 1093.2316808633288→1106.9582571161734 , 1043.5286015305946→1029.80202527775
GLOBAL | Sneakers vs Sci-Fi Book | Winner: Sneakers | 1185.6967565019597→1192.5667105328403 , 960.4009757163712→953.5310216854907
USER User_3 | 8 vs 3 | Winner: 8 | 1106.9582571161734→1116.3413658788813 , 954.1237934576998→944.7406846949918
GLOBAL | Sneakers vs PS5 Controller | Winner: Sneakers | 1192.5667105328403→1196.5754379571847 , 854.960264046136→850.9515366217915
USER User_3 | 8 vs 5 | Winner: 8 | 1116.3413658788813→1125.2366781069516 , 950.5258028986233→941.6304906705532
GLOBAL | Sneakers vs Bose Headphones | Winner: Sneakers | 1196.5754379571847→1200.4650094671285 , 852.989155865102→849.0995843551581
USER User_3 | 8 vs 4 | Winner: 8 | 1125.2366781069516→1133.931524543368 , 953.9606569797398→945.2658105433234
GLOBAL | Sneakers vs Leather Jacket | Winner: Sneakers | 1200.4650094671285→1209.6924423253358 , 1043.5325705091207→1034.3051376509134
USER User_3 | 8 vs 7 | Winner: 8 | 1133.931524543368→1149.9219042951063 , 1133.7226234814675→1117.7322437297291
GLOBAL | Sneakers vs Thriller Novel | Winner: Sneakers | 1209.6924423253358→1219.7171998761596 , 1073.348523412756→1063.3237658619323
USER User_3 | 8 vs 1 | Winner: 8 | 1149.9219042951063→1157.174643202782 , 936.7118655791459→929.4591266714704
GLOBAL | Sneakers vs Mystery Book | Winner: Sneakers | 1219.7171998761596→1228.3773657693985 , 1047.4885784860105→1038.8284125927717
USER User_3 | 8 vs 2 | Winner: 8 | 1157.174643202782→1164.1168012372143 , 934.1949752093996→927.2528171749672
GLOBAL | Sneakers vs Smart Speaker | Winner: Sneakers | 1228.3773657693985→1234.603218343667 , 981.5831754625444→975.3573228882758
USER User_3 | 8 vs 6 | Winner: 8 | 1164.1168012372143→1174.2221465766127 , 1029.80202527775→1019.6966799383517
GLOBAL | Sneakers vs Sci-Fi Book | Winner: Sneakers | 1234.603218343667→1239.898687683612 , 953.5310216854907→948.2355523455458
USER User_3 | 8 vs 3 | Winner: 8 | 1174.2221465766127→1180.9630016498943 , 944.7406846949918→937.9998296217101
GLOBAL | Sneakers vs PS5 Controller | Winner: Sneakers | 1239.898687683612→1242.9804808125432 , 850.9515366217915→847.8697434928605
USER User_3 | 8 vs 5 | Winner: 8 | 1180.9630016498943→1187.4070735821292 , 941.6304906705532→935.1864187383183
GLOBAL | Sneakers vs Bose Headphones | Winner: Sneakers | 1242.9804808125432→1245.9840792165844 , 849.0995843551581→846.0959859511169
USER User_3 | 8 vs 4 | Winner: 8 | 1187.4070735821292→1193.7683379717312 , 945.2658105433234→938.9045461537215
